locationId,timestamp,average
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:21,6.053992416039949
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:22,6.045677270435767
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:23,6.012911561694412
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:24,6.01850586097097
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:25,6.074808450394948
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:26,6.104455581699244
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:27,6.131243800241653
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:28,6.131015574187142
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:29,6.066812711548911
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:30,6.0496272895444605
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:31,6.074820250360048
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:32,6.102767276141681
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:33,6.168697369178123
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:34,6.200258537725534
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:35,6.192566881395534
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:36,6.183045855856688
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:37,6.143991508107195
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:38,6.141153115337505
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:39,6.193311604736628
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:40,6.212340980379968
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:41,6.168311711404313
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:42,6.166676223670413
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:43,6.226996645483646
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:44,6.260031414908609
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:45,6.2772994027541635
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:46,6.291697710601049
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:47,6.313336956514994
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:48,6.319725712729213
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:49,6.268094011512766
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:50,6.243744322915947
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:51,6.2318738524752355
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:52,6.233709698217206
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:53,6.258075467029275
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:54,6.274598226551615
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:55,6.271777099474261
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:56,6.279767368118939
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:57,6.333452703250546
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:58,6.356872720700766
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 16:59,6.3293961982107705
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 17:00,6.325558968294258
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 17:01,6.354389275291
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 17:02,6.36855041374374
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 17:03,6.3472357674159605
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 17:04,6.34055562494549
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 17:05,6.365122628444621
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 17:06,6.385318279557171
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 17:07,6.41879388737668
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 17:08,6.444023310076083
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 17:09,6.460751425547247
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 17:10,6.474473356212818
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 17:11,6.490624383689293
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 17:12,6.496854292150756
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 17:13,6.47405794747216
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 17:14,6.470494458810868
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 17:15,6.527106689221415
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 17:16,6.5534991086403656
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 17:17,6.484090832134434
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 17:18,6.445299585707673
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 17:19,6.477719041431023
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 17:20,6.506236422094942
2c6923b9-16f2-4e1f-bfd5-34d7aaeacf05,2020-10-01 17:21,6.534619825854305
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:21,4.980581438126762
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:22,4.991492401300709
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:18,5.0172186805623165
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:19,4.938982681687741
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:23,4.9889982797555055
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:24,4.999338749971665
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:25,5.021396247362293
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:26,5.046002465184469
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:27,5.079888127525148
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:28,5.089311396302237
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:29,5.078556113118013
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:30,5.084990355497663
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:31,5.11865272403652
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:32,5.135523792577497
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:33,5.119658448391246
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:34,5.117951424659302
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:35,5.138130980150833
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:36,5.150419063190442
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:37,5.143697108610527
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:38,5.132718202329034
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:39,5.095846227445465
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:40,5.099083576789598
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:41,5.184518929507259
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:42,5.21550616452496
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:43,5.167132984826277
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:44,5.146764900583061
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:45,5.166697461021239
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:46,5.184134724322172
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:47,5.180390609977738
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:48,5.181589840272479
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:49,5.188809159434716
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:50,5.20579937010167
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:51,5.2513397103799475
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:52,5.281794832417945
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:53,5.30627418578812
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:54,5.300117029398281
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:55,5.232179911410069
954ddefc-5ae0-4b4f-9582-f9ae2fef3b9c,2020-10-01 16:56,5.207999298821019
